3.1077,0.15512310697458317,0.,20159.48013
3.1077,0.3560718303316172,0.,16926.46518
3.1077,0.5582062109129237,0.,11733.41008
3.1077,0.7606069572881802,0.,6811.384211
3.1077,0.9631067821304417,0.,3555.785319
3.1077,1.165652065603725,0.,2353.130181
3.1077,1.368219536992258,0.,3655.668224
3.1077,1.5707963267948966,0.,8587.965509
3.1077,1.773373116597535,0.,3655.668224
3.1077,1.9759405879860683,0.,24854.39366
3.1077,2.1784858714593516,0.,24579.04078
3.1077,2.3809856963016127,0.,21927.94087
3.1077,2.58338644267687,0.,36979.29161
3.1077,2.785520823258176,0.,122576.5487
3.1077,2.98646954661521,0.,686227.105
3.2077,0.15512310697458317,0.,14494.77405
3.2077,0.3560718303316172,0.,12209.73588
3.2077,0.5582062109129237,0.,8470.480739
3.2077,0.7606069572881802,0.,4885.801585
3.2077,0.9631067821304417,0.,2484.617433
3.2077,1.165652065603725,0.,1577.989678
3.2077,1.368219536992258,0.,2503.316672
3.2077,1.5707963267948966,0.,6057.401062
3.2077,1.773373116597535,0.,2503.316672
3.2077,1.9759405879860683,0.,17647.32961
3.2077,2.1784858714593516,0.,17520.03432
3.2077,2.3809856963016127,0.,15818.88645
3.2077,2.58338644267687,0.,28372.87926
3.2077,2.785520823258176,0.,97333.93734
3.2077,2.98646954661521,0.,455357.6361
3.3077,0.15512310697458317,0.,10348.72269
3.3077,0.3560718303316172,0.,8751.803322
3.3077,0.5582062109129237,0.,6076.319775
3.3077,0.7606069572881802,0.,3478.376616
3.3077,0.9631067821304417,0.,1715.380798
3.3077,1.165652065603725,0.,1035.09723
3.3077,1.368219536992258,0.,1686.475989
3.3077,1.5707963267948966,0.,4225.841369
3.3077,1.773373116597535,0.,1686.475989
3.3077,1.9759405879860683,0.,12438.8235
3.3077,2.1784858714593516,0.,12379.47756
3.3077,2.3809856963016127,0.,11310.2191
3.3077,2.58338644267687,0.,21593.264
3.3077,2.785520823258176,0.,76345.46861
3.3077,2.98646954661521,0.,304041.9269
3.4077,0.15512310697458317,0.,7337.333217
3.4077,0.3560718303316172,0.,6232.717398
3.4077,0.5582062109129237,0.,4329.433395
3.4077,0.7606069572881802,0.,2456.151573
3.4077,0.9631067821304417,0.,1168.735333
3.4077,1.165652065603725,0.,661.0685634
3.4077,1.368219536992258,0.,1115.622472
3.4077,1.5707963267948966,0.,2914.809658
3.4077,1.773373116597535,0.,1115.622472
3.4077,1.9759405879860683,0.,8699.2172
3.4077,2.1784858714593516,0.,8668.007907
3.4077,2.3809856963016127,0.,8012.941975
3.4077,2.58338644267687,0.,16300.08458
3.4077,2.785520823258176,0.,59271.5055
3.4077,2.98646954661521,0.,206310.0711
3.5077,0.15512310697458317,0.,5164.973316
3.5077,0.3560718303316172,0.,4408.246735
3.5077,0.5582062109129237,0.,3062.164926
3.5077,0.7606069572881802,0.,1719.177709
3.5077,0.9631067821304417,0.,785.2912048
3.5077,1.165652065603725,0.,408.5849475
3.5077,1.368219536992258,0.,722.8726196
3.5077,1.5707963267948966,0.,1987.222076
3.5077,1.773373116597535,0.,722.8726196
3.5077,1.9759405879860683,0.,6033.851434
3.5077,2.1784858714593516,0.,6011.157757
3.5077,2.3809856963016127,0.,5622.226763
3.5077,2.58338644267687,0.,12202.53711
3.5077,2.785520823258176,0.,45584.03596
3.5077,2.98646954661521,0.,142810.7929
3.6077,0.15512310697458317,0.,3607.559385
3.6077,0.3560718303316172,0.,3094.559381
3.6077,0.5582062109129237,0.,2148.865142
3.6077,0.7606069572881802,0.,1192.833648
3.6077,0.9631067821304417,0.,520.7145367
3.6077,1.165652065603725,0.,242.6401787
3.6077,1.368219536992258,0.,457.3302631
3.6077,1.5707963267948966,0.,1338.85012
3.6077,1.773373116597535,0.,457.3302631
3.6077,1.9759405879860683,0.,4148.783825
3.6077,2.1784858714593516,0.,4126.112096
3.6077,2.3809856963016127,0.,3903.367293
3.6077,2.58338644267687,0.,9056.763322
3.6077,2.785520823258176,0.,34725.90168
3.6077,2.98646954661521,0.,100716.217
3.7077,0.15512310697458317,0.,2497.961491
3.7077,0.3560718303316172,0.,2154.834852
3.7077,0.5582062109129237,0.,1496.081746
3.7077,0.7606069572881802,0.,821.3069918
3.7077,0.9631067821304417,0.,341.9305019
3.7077,1.165652065603725,0.,137.4679353
3.7077,1.368219536992258,0.,281.465241
3.7077,1.5707963267948966,0.,891.407189
3.7077,1.773373116597535,0.,281.465241
3.7077,1.9759405879860683,0.,2826.800331
3.7077,2.1784858714593516,0.,2801.472958
3.7077,2.3809856963016127,0.,2678.084321
3.7077,2.58338644267687,0.,6661.592775
3.7077,2.785520823258176,0.,26194.08875
3.7077,2.98646954661521,0.,72060.73122
3.8077,0.15512310697458317,0.,1713.164104
3.8077,0.3560718303316172,0.,1488.136764
3.8077,0.5582062109129237,0.,1034.351016
3.8077,0.7606069572881802,0.,562.9634032
3.8077,0.9631067821304417,0.,224.3798894
3.8077,1.165652065603725,0.,74.41287379
3.8077,1.368219536992258,0.,168.062699
3.8077,1.5707963267948966,0.,586.7325058
3.8077,1.773373116597535,0.,168.062699
3.8077,1.9759405879860683,0.,1908.474578
3.8077,2.1784858714593516,0.,1880.294036
3.8077,2.3809856963016127,0.,1812.564164
3.8077,2.58338644267687,0.,4853.429077
3.8077,2.785520823258176,0.,19560.44607
3.8077,2.98646954661521,0.,52027.72335
3.9077,0.15512310697458317,0.,1163.358205
3.9077,0.3560718303316172,0.,1020.151008
3.9077,0.5582062109129237,0.,712.0525203
3.9077,0.7606069572881802,0.,386.6813793
3.9077,0.9631067821304417,0.,149.9560419
3.9077,1.165652065603725,0.,39.99925158
3.9077,1.368219536992258,0.,97.76497453
3.9077,1.5707963267948966,0.,382.2918866
3.9077,1.773373116597535,0.,97.76497453
3.9077,1.9759405879860683,0.,1277.089959
3.9077,2.1784858714593516,0.,1246.824407
3.9077,2.3809856963016127,0.,1207.384816
